block trial startTime trialName trialType stopTime L_targetTime R_targetTime Choice L_press R_press L2_press R2_press L_RT R_RT L2_RT R2_RT
7 321 1202.9 Go 1 0 800 800 2 0 0 1 1 nan nan 796.8 812.8
7 322 1206.4 Stop-all 2 585 800 800 2 0 0 0 0 nan nan nan nan
7 323 1209.8 Go 1 0 800 800 1 1 1 0 0 807.4 807.4 nan nan
7 324 1213.1 Stop-left 3 655 800 800 1 1 1 0 0 799.8 799.8 nan nan
8 325 1219.5 Go 1 0 800 800 2 0 0 1 1 nan nan 765.2 765.2
8 326 1222.6 Go 1 0 800 800 2 0 0 1 1 nan nan 866.4 866.4
8 327 1226.0 Go 1 0 800 800 2 0 0 1 1 nan nan 782.7 798.8
8 328 1229.4 Stop-right 4 550 800 800 1 1 0 0 0 860.8 nan nan nan
8 329 1232.8 Go 1 0 800 800 1 1 1 0 0 787.9 787.9 nan nan
8 330 1235.8 Go 1 0 800 800 2 0 0 1 1 nan nan 811.6 827.5
8 331 1239.0 Go 1 0 800 800 2 0 0 1 1 nan nan 818.6 818.6
8 332 1242.3 Stop-all 2 620 800 800 1 1 1 0 0 795.0 795.0 nan nan
8 333 1245.5 Go 1 0 800 800 2 0 0 1 1 nan nan 761.1 761.1
8 334 1249.0 Stop-left 3 620 800 800 2 0 0 1 1 nan nan 797.6 797.6
8 335 1252.2 Go 1 0 800 800 1 1 1 0 0 800.6 800.6 nan nan
8 336 1255.5 Go 1 0 800 800 2 0 0 1 1 nan nan 803.4 803.4
8 337 1258.9 Go 1 0 800 800 2 0 0 1 1 nan nan 780.5 796.4
8 338 1262.1 Stop-right 4 585 800 800 1 1 0 0 0 812.6 nan nan nan
8 339 1265.5 Go 1 0 800 800 1 1 1 0 0 790.0 805.4 nan nan
8 340 1269.0 Go 1 0 800 800 1 1 1 0 0 801.2 801.2 nan nan
8 341 1272.4 Stop-right 4 620 800 800 2 0 0 1 0 nan nan 887.3 nan
8 342 1275.7 Stop-all 2 585 800 800 1 1 1 0 0 789.5 789.5 nan nan
8 343 1278.8 Go 1 0 800 800 1 1 1 0 0 807.8 839.6 nan nan
8 344 1281.9 Go 1 0 800 800 2 0 0 1 1 nan nan 795.2 811.3
8 345 1285.1 Go 1 0 800 800 1 1 1 0 0 792.4 808.1 nan nan
8 346 1288.6 Go 1 0 800 800 1 1 1 0 0 786.1 786.1 nan nan
8 347 1291.8 Go 1 0 800 800 1 1 1 0 0 844.0 844.0 nan nan
8 348 1295.0 Go 1 0 800 800 2 0 0 1 1 nan nan 816.1 816.1
8 349 1298.4 Go 1 0 800 800 1 1 1 0 0 792.6 792.6 nan nan
8 350 1301.8 Stop-left 3 585 800 800 2 0 0 1 1 nan nan 808.1 840.2
8 351 1305.2 Stop-left 3 550 800 800 2 0 0 0 1 nan nan nan 840.3
8 352 1308.4 Stop-all 2 550 800 800 1 0 0 0 0 nan nan nan nan
8 353 1311.7 Go 1 0 800 800 1 0 0 1 1 nan nan 849.8 849.8
8 354 1315.1 Go 1 0 800 800 1 1 1 0 0 819.0 819.0 nan nan
8 355 1318.2 Stop-right 4 655 800 800 1 1 1 0 0 772.1 772.1 nan nan
8 356 1321.5 Go 1 0 800 800 2 0 0 1 1 nan nan 803.4 835.3
8 357 1325.0 Stop-left 3 585 800 800 2 0 0 0 1 nan nan nan 921.2
8 358 1328.1 Go 1 0 800 800 1 1 1 0 0 805.4 805.4 nan nan
8 359 1331.6 Go 1 0 800 800 2 0 0 1 1 nan nan 801.1 801.1
8 360 1335.0 Stop-all 2 585 800 800 2 0 0 0 0 nan nan nan nan
9 361 1340.5 Go 1 0 800 800 1 1 1 0 0 793.0 793.0 nan nan
9 362 1343.9 Go 1 0 800 800 2 0 0 1 1 nan nan 762.3 762.3
9 363 1347.1 Stop-left 3 620 800 800 1 1 1 0 0 801.9 801.9 nan nan
9 364 1350.2 Stop-right 4 620 800 800 2 0 0 1 1 nan nan 806.7 806.7
9 365 1353.3 Go 1 0 800 800 1 1 1 0 0 785.8 785.8 nan nan
9 366 1356.8 Go 1 0 800 800 2 0 0 1 1 nan nan 814.2 830.2
9 367 1360.0 Go 1 0 800 800 1 1 1 0 0 812.3 812.3 nan nan
9 368 1363.5 Go 1 0 800 800 2 0 0 1 1 nan nan 800.0 800.0
9 369 1366.9 Go 1 0 800 800 2 0 0 1 1 nan nan 770.6 770.6
9 370 1370.0 Go 1 0 800 800 2 0 0 1 1 nan nan 828.0 828.0
9 371 1373.4 Go 1 0 800 800 2 0 0 1 1 nan nan 787.8 787.8
9 372 1376.8 Stop-all 2 620 800 800 1 1 1 0 0 804.5 804.5 nan nan
9 373 1380.3 Go 1 0 800 800 2 0 0 1 1 nan nan 771.6 787.8
9 374 1383.5 Go 1 0 800 800 1 1 1 0 0 792.6 792.6 nan nan
9 375 1386.5 Go 1 0 800 800 2 0 0 1 1 nan nan 820.6 852.4
9 376 1389.7 Stop-left 3 585 800 800 2 0 0 0 1 nan nan nan 819.7
9 377 1393.2 Go 1 0 800 800 1 1 1 0 0 783.0 783.0 nan nan
9 378 1396.3 Go 1 0 800 800 2 0 0 1 1 nan nan 798.8 798.8
9 379 1399.8 Stop-right 4 585 800 800 1 1 0 0 0 890.9 nan nan nan
9 380 1403.0 Go 1 0 800 800 1 1 1 0 0 771.0 803.0 nan nan
9 381 1406.2 Stop-left 3 620 800 800 1 1 1 0 0 796.2 796.2 nan nan
9 382 1409.3 Go 1 0 800 800 2 0 0 1 1 nan nan 813.4 813.4
9 383 1412.7 Go 1 0 800 800 1 1 1 0 0 804.8 804.8 nan nan
9 384 1416.0 Go 1 0 800 800 1 1 1 0 0 793.8 793.8 nan nan
9 385 1419.1 Go 1 0 800 800 1 1 1 0 0 801.1 801.1 nan nan
9 386 1422.4 Stop-all 2 585 800 800 1 0 0 0 0 nan nan nan nan
9 387 1425.8 Stop-all 2 620 800 800 1 1 1 0 0 827.4 827.4 nan nan
9 388 1429.1 Go 1 0 800 800 2 0 0 1 1 nan nan 809.3 809.3
9 389 1432.3 Go 1 0 800 800 1 1 1 0 0 801.2 801.2 nan nan
9 390 1435.4 Go 1 0 800 800 2 0 0 1 1 nan nan 795.7 795.7
9 391 1438.7 Go 1 0 800 800 1 1 1 0 0 828.7 828.7 nan nan
9 392 1441.8 Stop-all 2 585 800 800 2 0 0 1 1 nan nan 749.6 781.7
9 393 1444.8 Stop-right 4 620 800 800 1 1 1 0 0 803.1 803.1 nan nan
9 394 1447.9 Stop-left 3 585 800 800 2 0 0 0 1 nan nan nan 914.3
9 395 1451.4 Go 1 0 800 800 2 0 0 1 1 nan nan 798.0 798.0
9 396 1454.9 Stop-right 4 585 800 800 2 0 0 1 1 nan nan 787.3 787.3
10 397 1459.2 Go 1 0 800 800 1 1 1 0 0 797.3 797.3 nan nan
10 398 1462.6 Go 1 0 800 800 1 1 1 0 0 813.3 813.3 nan nan
10 399 1465.9 Go 1 0 800 800 2 0 0 1 1 nan nan 853.3 885.3
10 400 1469.2 Go 1 0 800 800 1 1 1 0 0 776.2 776.2 nan nan
10 401 1472.4 Go 1 0 800 800 2 0 0 1 1 nan nan 774.8 774.8
10 402 1475.7 Go 1 0 800 800 2 0 0 1 1 nan nan 818.3 818.3
10 403 1479.2 Go 1 0 800 800 2 0 0 1 1 nan nan 752.2 768.4
10 404 1482.6 Stop-right 4 550 800 800 1 1 0 0 0 859.9 nan nan nan
10 405 1485.8 Go 1 0 800 800 2 0 0 1 1 nan nan 788.1 788.1
10 406 1489.2 Stop-all 2 550 800 800 1 0 0 0 0 nan nan nan nan
10 407 1492.3 Stop-right 4 585 800 800 2 0 0 1 0 nan nan 932.4 nan
10 408 1495.4 Go 1 0 800 800 2 0 0 1 1 nan nan 798.7 798.7
10 409 1498.5 Stop-left 3 620 800 800 1 1 1 0 0 790.9 790.9 nan nan
10 410 1501.7 Stop-right 4 620 800 800 1 1 1 0 0 823.7 823.7 nan nan
10 411 1504.8 Go 1 0 800 800 1 1 1 0 0 799.1 799.1 nan nan
10 412 1508.3 Stop-all 2 585 800 800 1 0 0 0 0 nan nan nan nan
10 413 1511.7 Stop-all 2 620 800 800 2 0 0 1 1 nan nan 857.3 857.3
10 414 1515.1 Go 1 0 800 800 2 0 0 1 1 nan nan 810.9 826.9
10 415 1518.4 Go 1 0 800 800 1 1 1 0 0 862.8 862.8 nan nan
10 416 1521.7 Go 1 0 800 800 1 1 1 0 0 822.3 822.3 nan nan
10 417 1524.7 Go 1 0 800 800 1 1 1 0 0 798.7 783.1 nan nan
10 418 1527.9 Go 1 0 800 800 2 0 0 1 1 nan nan 797.8 797.8
10 419 1531.1 Stop-left 3 585 800 800 2 0 0 1 1 nan nan 788.7 788.7
10 420 1534.6 Go 1 0 800 800 1 1 1 0 0 778.6 778.6 nan nan
10 421 1537.8 Go 1 0 800 800 1 1 1 0 0 779.8 779.8 nan nan
10 422 1541.1 Go 1 0 800 800 1 1 1 0 0 739.4 739.4 nan nan
10 423 1544.3 Go 1 0 800 800 1 1 1 0 0 802.2 802.2 nan nan
10 424 1547.8 Stop-all 2 585 800 800 2 0 0 0 0 nan nan nan nan
10 425 1550.8 Go 1 0 800 800 2 0 0 1 1 nan nan 800.3 800.3
10 426 1553.8 Stop-left 3 550 800 800 1 0 1 0 0 nan 929.3 nan nan
10 427 1557.0 Go 1 0 800 800 2 0 0 1 1 nan nan 803.4 803.4
10 428 1560.3 Stop-left 3 585 800 800 2 0 0 1 1 nan nan 805.8 805.8
10 429 1563.8 Go 1 0 800 800 2 0 0 1 1 nan nan 805.5 805.5
10 430 1567.1 Go 1 0 800 800 1 1 1 0 0 778.4 778.4 nan nan
10 431 1570.5 Go 1 0 800 800 2 0 0 1 1 nan nan 787.7 787.7
10 432 1574.0 Stop-right 4 585 800 800 2 0 0 0 1 nan nan nan 802.9
11 433 1578.1 Go 1 0 800 800 2 0 0 1 1 nan nan 801.5 817.4
11 434 1581.4 Stop-all 2 620 800 800 1 1 1 0 0 798.8 798.8 nan nan
11 435 1584.6 Go 1 0 800 800 2 0 0 1 1 nan nan 779.9 811.8
11 436 1587.9 Stop-left 3 550 800 800 2 0 0 0 1 nan nan nan 895.8
11 437 1591.2 Go 1 0 800 800 1 1 1 0 0 835.6 835.6 nan nan
11 438 1594.3 Go 1 0 800 800 2 0 0 1 1 nan nan 819.6 819.6
11 439 1597.8 Go 1 0 800 800 1 1 1 0 0 798.0 798.0 nan nan
11 440 1601.0 Stop-right 4 550 800 800 1 1 0 0 0 850.4 nan nan nan
11 441 1604.3 Go 1 0 800 800 1 1 1 0 0 806.5 806.5 nan nan
11 442 1607.8 Stop-all 2 585 800 800 2 0 0 0 0 nan nan nan nan
11 443 1611.2 Go 1 0 800 800 1 0 0 0 0 nan nan nan nan
11 444 1614.5 Go 1 0 800 800 1 1 1 0 0 781.3 781.3 nan nan
11 445 1618.0 Go 1 0 800 800 1 1 1 0 0 793.6 777.7 nan nan
11 446 1621.1 Stop-all 2 620 800 800 1 1 1 0 0 795.8 795.8 nan nan
11 447 1624.3 Go 1 0 800 800 1 1 1 0 0 803.4 803.4 nan nan
11 448 1627.4 Stop-right 4 585 800 800 1 1 1 0 0 784.5 784.5 nan nan
11 449 1630.6 Stop-right 4 550 800 800 1 1 0 0 0 854.5 nan nan nan
11 450 1633.7 Go 1 0 800 800 1 1 1 0 0 845.5 861.5 nan nan
11 451 1636.8 Go 1 0 800 800 2 0 0 1 1 nan nan 822.4 822.4
11 452 1639.9 Go 1 0 800 800 1 1 1 0 0 762.3 762.3 nan nan
11 453 1643.4 Stop-left 3 585 800 800 2 0 0 0 1 nan nan nan 936.4
11 454 1646.7 Stop-left 3 620 800 800 2 0 0 1 1 nan nan 789.4 789.4
11 455 1650.2 Stop-all 2 585 800 800 1 0 0 0 0 nan nan nan nan
11 456 1653.7 Stop-right 4 585 800 800 2 0 0 1 0 nan nan 918.4 nan
11 457 1657.0 Go 1 0 800 800 2 1 1 0 0 786.5 786.5 nan nan
11 458 1660.1 Go 1 0 800 800 2 0 0 1 1 nan nan 811.8 811.8
11 459 1663.5 Go 1 0 800 800 1 1 1 0 0 827.4 827.4 nan nan
11 460 1666.7 Stop-left 3 585 800 800 2 0 0 1 1 nan nan 807.8 792.0
11 461 1669.7 Go 1 0 800 800 2 0 0 1 1 nan nan 754.6 754.6
11 462 1672.9 Go 1 0 800 800 2 0 0 1 1 nan nan 827.0 827.0
11 463 1676.0 Go 1 0 800 800 1 1 1 0 0 785.7 785.7 nan nan
11 464 1679.3 Go 1 0 800 800 2 0 0 1 1 nan nan 784.9 784.9
11 465 1682.5 Go 1 0 800 800 2 0 0 1 1 nan nan 795.1 795.1
11 466 1685.7 Go 1 0 800 800 2 0 0 1 1 nan nan 792.6 792.6
11 467 1689.1 Go 1 0 800 800 2 0 0 1 1 nan nan 778.5 778.5
11 468 1692.3 Go 1 0 800 800 1 1 1 0 0 802.2 802.2 nan nan
12 469 1700.5 Go 1 0 800 800 1 1 1 0 0 817.7 817.7 nan nan
12 470 1703.8 Go 1 0 800 800 2 0 0 1 1 nan nan 797.1 813.3
12 471 1707.0 Stop-right 4 620 800 800 2 0 0 1 1 nan nan 802.2 818.3
12 472 1710.1 Go 1 0 800 800 1 1 1 0 0 805.7 805.7 nan nan
12 473 1713.6 Stop-all 2 620 800 800 1 1 1 0 0 787.0 819.0 nan nan
12 474 1717.1 Stop-left 3 550 800 800 1 0 1 0 0 nan 836.6 nan nan
12 475 1720.3 Stop-right 4 585 800 800 1 1 1 0 0 833.7 817.8 nan nan
12 476 1723.5 Go 1 0 800 800 2 0 0 1 1 nan nan 824.8 824.8
12 477 1727.0 Stop-right 4 550 800 800 2 0 0 1 0 nan nan 870.5 nan
12 478 1730.3 Go 1 0 800 800 1 1 1 0 0 797.7 797.7 nan nan
12 479 1733.7 Stop-left 3 585 800 800 2 0 0 0 1 nan nan nan 849.8
12 480 1736.9 Stop-right 4 585 800 800 1 1 0 0 0 887.2 nan nan nan
12 481 1740.1 Go 1 0 800 800 2 0 0 1 1 nan nan 845.1 861.0
12 482 1743.5 Go 1 0 800 800 2 0 0 1 1 nan nan 788.4 804.6
12 483 1746.7 Stop-all 2 585 800 800 1 1 1 0 0 784.3 800.3 nan nan
12 484 1749.8 Go 1 0 800 800 2 0 0 1 1 nan nan 818.0 834.1
12 485 1752.9 Go 1 0 800 800 2 0 0 1 1 nan nan 802.1 802.1
12 486 1756.3 Go 1 0 800 800 1 1 1 0 0 785.5 785.5 nan nan
12 487 1759.4 Go 1 0 800 800 2 0 0 1 1 nan nan 807.0 807.0
12 488 1762.6 Go 1 0 800 800 2 0 0 1 1 nan nan 804.2 820.2
12 489 1766.1 Stop-all 2 550 800 800 1 0 0 0 0 nan nan nan nan
12 490 1769.4 Stop-left 3 620 800 800 1 1 1 0 0 784.1 784.1 nan nan
12 491 1772.9 Go 1 0 800 800 1 1 1 0 0 789.2 789.2 nan nan
12 492 1776.2 Go 1 0 800 800 1 1 1 0 0 816.1 831.8 nan nan
12 493 1779.3 Go 1 0 800 800 2 0 0 1 1 nan nan 795.2 811.2
12 494 1782.4 Go 1 0 800 800 1 1 1 0 0 805.2 805.2 nan nan
12 495 1785.5 Go 1 0 800 800 2 0 0 1 1 nan nan 807.7 807.7
12 496 1788.7 Stop-left 3 585 800 800 2 0 0 0 1 nan nan nan 1011.1
12 497 1791.9 Go 1 0 800 800 1 1 1 0 0 826.8 810.9 nan nan
12 498 1795.2 Go 1 0 800 800 2 0 0 1 1 nan nan 805.6 805.6
12 499 1798.4 Stop-all 2 585 800 800 1 0 0 0 0 nan nan nan nan
12 500 1801.5 Go 1 0 800 800 1 1 1 0 0 807.7 807.7 nan nan
12 501 1804.5 Go 1 0 800 800 2 0 0 1 1 nan nan 798.1 798.1
12 502 1807.7 Go 1 0 800 800 2 0 0 1 1 nan nan 789.6 789.6
12 503 1810.9 Go 1 0 800 800 1 1 1 0 0 797.6 797.6 nan nan
12 504 1814.3 Go 1 0 800 800 2 0 0 1 1 nan nan 813.6 829.6
