block trial startTime trialName trialType stopTime L_targetTime R_targetTime Choice L_press R_press L2_press R2_press L_RT R_RT L2_RT R2_RT
7 319 1225.3 Go 1 0 0 0 2 0 0 1 1 nan nan 477.0 477.0
7 320 1228.7 Go 1 0 0 0 2 0 0 1 1 nan nan 327.1 327.1
7 321 1232.0 Go 1 0 0 0 2 0 0 1 1 nan nan 499.3 515.2
7 322 1235.0 Stop-left 3 215 0 0 1 1 1 0 0 399.1 399.1 nan nan
7 323 1238.3 Go 1 0 0 0 2 0 0 1 1 nan nan 398.9 398.9
7 324 1241.4 Stop-all 2 215 0 0 1 1 1 0 0 369.6 369.6 nan nan
8 325 1245.8 Go 1 0 0 0 1 1 1 0 0 274.7 274.7 nan nan
8 326 1249.1 Go 1 0 0 0 1 1 1 0 0 485.1 500.7 nan nan
8 327 1252.1 Go 1 0 0 0 2 0 0 1 1 nan nan 401.7 401.7
8 328 1255.1 Go 1 0 0 0 2 0 0 1 1 nan nan 321.8 321.8
8 329 1258.5 Go 1 0 0 0 2 0 0 1 1 nan nan 319.6 319.6
8 330 1261.5 Stop-right 4 250 0 0 1 1 1 0 0 315.7 315.7 nan nan
8 331 1265.0 Stop-right 4 215 0 0 1 1 1 0 0 407.2 407.2 nan nan
8 332 1268.4 Go 1 0 0 0 2 0 0 1 1 nan nan 360.9 360.9
8 333 1271.9 Stop-right 4 180 0 0 2 0 0 1 1 nan nan 339.6 339.6
8 334 1275.2 Stop-all 2 180 0 0 2 0 0 0 0 nan nan nan nan
8 335 1278.6 Go 1 0 0 0 1 1 1 0 0 514.3 514.3 nan nan
8 336 1281.7 Go 1 0 0 0 2 0 0 1 1 nan nan 464.0 480.2
8 337 1284.9 Go 1 0 0 0 2 0 0 1 1 nan nan 387.1 403.1
8 338 1288.3 Go 1 0 0 0 1 1 1 0 0 406.0 406.0 nan nan
8 339 1291.8 Stop-left 3 180 0 0 1 1 1 0 0 411.7 443.7 nan nan
8 340 1295.3 Go 1 0 0 0 2 0 0 1 1 nan nan 349.4 349.4
8 341 1298.4 Stop-left 3 145 0 0 1 0 1 0 0 nan 447.3 nan nan
8 342 1301.6 Go 1 0 0 0 2 0 0 1 1 nan nan 486.5 486.5
8 343 1305.0 Go 1 0 0 0 1 1 1 0 0 372.8 372.8 nan nan
8 344 1308.0 Go 1 0 0 0 2 0 0 1 1 nan nan 404.1 420.1
8 345 1311.5 Go 1 0 0 0 2 0 0 1 1 nan nan 362.3 362.3
8 346 1314.9 Go 1 0 0 0 1 1 1 0 0 330.8 330.8 nan nan
8 347 1318.0 Go 1 0 0 0 2 0 0 1 1 nan nan 375.4 375.4
8 348 1321.3 Go 1 0 0 0 1 1 1 0 0 397.5 397.5 nan nan
8 349 1324.5 Go 1 0 0 0 1 1 1 0 0 408.8 408.8 nan nan
8 350 1327.8 Go 1 0 0 0 1 1 1 0 0 457.9 489.7 nan nan
8 351 1331.0 Stop-left 3 180 0 0 1 0 1 0 0 nan 514.1 nan nan
8 352 1334.1 Go 1 0 0 0 2 0 0 1 1 nan nan 511.6 511.6
8 353 1337.2 Stop-all 2 215 0 0 1 0 0 0 0 nan nan nan nan
8 354 1340.5 Stop-all 2 250 0 0 2 0 0 1 1 nan nan 401.9 417.8
8 355 1343.6 Stop-right 4 145 0 0 2 0 0 1 0 nan nan 533.9 nan
8 356 1346.7 Go 1 0 0 0 1 1 1 0 0 408.5 408.5 nan nan
8 357 1349.9 Stop-left 3 215 0 0 2 0 0 0 1 nan nan nan 622.4
8 358 1353.3 Go 1 0 0 0 2 0 0 1 1 nan nan 477.6 477.6
8 359 1356.5 Stop-all 2 215 0 0 1 1 1 0 0 375.2 375.2 nan nan
8 360 1359.9 Go 1 0 0 0 1 1 1 0 0 437.1 437.1 nan nan
9 361 1365.4 Go 1 0 0 0 2 0 0 1 1 nan nan 333.7 333.7
9 362 1368.8 Go 1 0 0 0 2 0 0 1 1 nan nan 469.6 517.4
9 363 1372.0 Stop-left 3 250 0 0 1 0 1 0 0 nan 643.8 nan nan
9 364 1375.3 Stop-right 4 180 0 0 2 0 0 1 0 nan nan 576.4 nan
9 365 1378.6 Go 1 0 0 0 1 1 1 0 0 466.3 482.3 nan nan
9 366 1381.6 Stop-left 3 285 0 0 2 0 0 1 1 nan nan 466.5 482.5
9 367 1384.8 Go 1 0 0 0 1 1 1 0 0 551.4 551.4 nan nan
9 368 1388.0 Stop-right 4 215 0 0 2 0 0 1 0 nan nan 531.8 nan
9 369 1391.3 Go 1 0 0 0 1 1 1 0 0 460.3 460.3 nan nan
9 370 1394.7 Stop-all 2 180 0 0 2 0 0 0 0 nan nan nan nan
9 371 1397.9 Go 1 0 0 0 1 1 1 0 0 392.2 392.2 nan nan
9 372 1401.1 Stop-all 2 215 0 0 2 0 0 0 0 nan nan nan nan
9 373 1404.5 Go 1 0 0 0 2 0 0 1 1 nan nan 408.6 425.0
9 374 1407.5 Go 1 0 0 0 1 1 1 0 0 476.1 476.1 nan nan
9 375 1410.7 Go 1 0 0 0 1 1 1 0 0 400.2 400.2 nan nan
9 376 1414.1 Go 1 0 0 0 2 0 0 1 1 nan nan 578.2 578.2
9 377 1417.4 Stop-right 4 250 0 0 2 0 0 1 1 nan nan 361.4 361.4
9 378 1420.5 Go 1 0 0 0 1 1 1 0 0 480.0 480.0 nan nan
9 379 1423.8 Go 1 0 0 0 2 0 0 1 1 nan nan 438.3 438.3
9 380 1427.0 Stop-left 3 250 0 0 1 1 1 0 0 448.6 448.6 nan nan
9 381 1430.5 Go 1 0 0 0 2 0 0 1 1 nan nan 479.3 495.5
9 382 1433.6 Go 1 0 0 0 2 0 0 1 1 nan nan 410.9 410.9
9 383 1437.1 Go 1 0 0 0 1 1 1 0 0 254.8 254.8 nan nan
9 384 1440.4 Go 1 0 0 0 1 1 1 0 0 327.8 327.8 nan nan
9 385 1443.5 Go 1 0 0 0 1 1 1 0 0 371.9 387.7 nan nan
9 386 1446.5 Go 1 0 0 0 1 1 1 0 0 320.5 320.5 nan nan
9 387 1450.0 Go 1 0 0 0 2 0 0 1 1 nan nan 349.8 349.8
9 388 1453.3 Go 1 0 0 0 2 0 0 1 1 nan nan 330.5 330.5
9 389 1456.5 Stop-left 3 215 0 0 1 1 1 0 0 237.7 237.7 nan nan
9 390 1459.6 Stop-all 2 250 0 0 2 0 0 0 0 nan nan nan nan
9 391 1463.0 Go 1 0 0 0 2 0 0 1 1 nan nan 517.1 517.1
9 392 1466.4 Go 1 0 0 0 1 1 1 0 0 513.5 513.5 nan nan
9 393 1469.7 Go 1 0 0 0 2 0 0 1 1 nan nan 374.9 406.8
9 394 1472.9 Stop-all 2 285 0 0 1 1 1 0 0 371.1 371.1 nan nan
9 395 1476.4 Go 1 0 0 0 1 1 1 0 0 369.1 369.1 nan nan
9 396 1479.5 Stop-right 4 215 0 0 1 1 1 0 0 327.7 327.7 nan nan
10 397 1553.0 Go 1 0 0 0 2 0 0 1 1 nan nan 336.3 336.3
10 398 1556.2 Stop-right 4 180 0 0 2 0 0 1 1 nan nan 329.6 329.6
10 399 1559.5 Stop-all 2 250 0 0 1 1 1 0 0 285.8 285.8 nan nan
10 400 1563.0 Go 1 0 0 0 1 1 1 0 0 431.9 431.9 nan nan
10 401 1566.2 Go 1 0 0 0 2 0 0 1 1 nan nan 399.8 415.9
10 402 1569.6 Go 1 0 0 0 1 1 1 0 0 387.5 387.5 nan nan
10 403 1572.7 Go 1 0 0 0 2 0 0 1 1 nan nan 351.2 351.2
10 404 1576.2 Go 1 0 0 0 2 0 0 1 1 nan nan 363.5 363.5
10 405 1579.4 Stop-all 2 215 0 0 2 0 0 1 1 nan nan 352.1 336.2
10 406 1582.8 Stop-right 4 145 0 0 1 1 0 0 0 531.0 nan nan nan
10 407 1586.2 Go 1 0 0 0 2 0 0 1 1 nan nan 440.3 440.3
10 408 1589.4 Go 1 0 0 0 1 1 1 0 0 399.4 399.4 nan nan
10 409 1592.9 Go 1 0 0 0 1 1 1 0 0 362.7 362.7 nan nan
10 410 1596.0 Stop-left 3 180 0 0 2 0 0 0 1 nan nan nan 551.0
10 411 1599.1 Go 1 0 0 0 1 1 1 0 0 410.5 410.5 nan nan
10 412 1602.5 Go 1 0 0 0 1 1 1 0 0 394.7 394.7 nan nan
10 413 1605.9 Go 1 0 0 0 1 1 1 0 0 407.8 407.8 nan nan
10 414 1609.0 Go 1 0 0 0 1 1 1 0 0 370.5 370.5 nan nan
10 415 1612.1 Go 1 0 0 0 1 1 1 0 0 424.8 424.8 nan nan
10 416 1615.3 Go 1 0 0 0 2 0 0 1 1 nan nan 454.7 454.7
10 417 1618.4 Go 1 0 0 0 2 0 0 1 1 nan nan 370.2 370.2
10 418 1621.8 Go 1 0 0 0 1 1 1 0 0 477.7 477.7 nan nan
10 419 1624.8 Go 1 0 0 0 2 0 0 1 1 nan nan 377.7 377.7
10 420 1627.9 Go 1 0 0 0 1 1 1 0 0 389.2 405.1 nan nan
10 421 1631.2 Stop-right 4 180 0 0 2 0 0 1 1 nan nan 366.4 366.4
10 422 1634.4 Stop-all 2 180 0 0 2 0 0 0 0 nan nan nan nan
10 423 1637.5 Stop-right 4 145 0 0 1 1 0 0 0 501.1 nan nan nan
10 424 1640.7 Go 1 0 0 0 1 1 1 0 0 391.2 391.2 nan nan
10 425 1643.8 Go 1 0 0 0 2 0 0 1 1 nan nan 466.4 466.4
10 426 1646.9 Stop-all 2 215 0 0 2 0 0 1 1 nan nan 424.5 424.5
10 427 1650.3 Stop-left 3 215 0 0 2 0 0 1 1 nan nan 375.8 375.8
10 428 1653.6 Go 1 0 0 0 1 1 1 0 0 404.5 420.8 nan nan
10 429 1657.0 Go 1 0 0 0 2 0 0 1 1 nan nan 378.6 394.5
10 430 1660.1 Stop-left 3 180 0 0 1 0 1 0 0 nan 621.2 nan nan
10 431 1663.5 Go 1 0 0 0 2 0 0 1 1 nan nan 469.7 501.6
10 432 1666.7 Stop-left 3 215 0 0 1 1 1 0 0 356.3 372.6 nan nan
11 433 1671.7 Go 1 0 0 0 2 0 0 1 1 nan nan 346.0 346.0
11 434 1674.8 Stop-left 3 180 0 0 1 1 1 0 0 355.8 355.8 nan nan
11 435 1678.2 Stop-all 2 180 0 0 2 0 0 0 0 nan nan nan nan
11 436 1681.3 Go 1 0 0 0 1 1 1 0 0 430.7 430.7 nan nan
11 437 1684.7 Stop-left 3 145 0 0 2 0 0 0 1 nan nan nan 542.1
11 438 1688.1 Stop-all 2 215 0 0 1 0 0 0 0 nan nan nan nan
11 439 1691.1 Go 1 0 0 0 1 1 1 0 0 470.9 470.9 nan nan
11 440 1694.5 Go 1 0 0 0 1 1 1 0 0 391.9 391.9 nan nan
11 441 1697.6 Stop-left 3 180 0 0 2 0 0 0 1 nan nan nan 577.0
11 442 1701.1 Go 1 0 0 0 2 0 0 1 1 nan nan 408.2 408.2
11 443 1704.2 Go 1 0 0 0 1 1 1 0 0 378.6 378.6 nan nan
11 444 1707.6 Stop-right 4 180 0 0 1 1 1 0 0 361.5 361.5 nan nan
11 445 1710.7 Go 1 0 0 0 2 0 0 1 1 nan nan 545.3 545.3
11 446 1713.9 Go 1 0 0 0 2 0 0 1 1 nan nan 448.8 464.8
11 447 1717.1 Go 1 0 0 0 2 0 0 1 1 nan nan 410.9 410.9
11 448 1720.4 Go 1 0 0 0 1 1 1 0 0 380.6 380.6 nan nan
11 449 1723.6 Stop-all 2 250 0 0 2 0 0 1 1 nan nan 386.9 386.9
11 450 1727.1 Go 1 0 0 0 1 1 1 0 0 487.5 503.5 nan nan
11 451 1730.3 Stop-left 3 215 0 0 2 0 0 0 1 nan nan nan 659.6
11 452 1733.8 Go 1 0 0 0 2 0 0 1 1 nan nan 365.7 365.7
11 453 1737.2 Go 1 0 0 0 1 1 1 0 0 453.5 453.5 nan nan
11 454 1740.3 Go 1 0 0 0 1 1 1 0 0 386.6 386.6 nan nan
11 455 1743.6 Go 1 0 0 0 1 1 1 0 0 677.2 677.2 nan nan
11 456 1747.0 Go 1 0 0 0 2 0 0 1 1 nan nan 403.5 403.5
11 457 1750.5 Go 1 0 0 0 2 0 0 1 1 nan nan 366.5 366.5
11 458 1753.5 Go 1 0 0 0 2 1 1 0 0 410.3 410.3 nan nan
11 459 1756.6 Go 1 0 0 0 1 1 1 0 0 355.7 355.7 nan nan
11 460 1760.1 Stop-right 4 145 0 0 2 0 0 1 0 nan nan 671.5 nan
11 461 1763.6 Go 1 0 0 0 1 1 1 0 0 384.2 384.2 nan nan
11 462 1766.8 Go 1 0 0 0 2 0 0 1 1 nan nan 329.1 329.1
11 463 1770.0 Stop-all 2 215 0 0 2 0 0 1 1 nan nan 349.2 349.2
11 464 1773.4 Stop-right 4 180 0 0 1 1 0 0 0 525.0 nan nan nan
11 465 1776.5 Stop-right 4 215 0 0 2 0 0 1 0 nan nan 607.6 nan
11 466 1780.0 Go 1 0 0 0 1 1 1 0 0 480.3 464.4 nan nan
11 467 1783.4 Go 1 0 0 0 1 1 1 0 0 388.1 388.1 nan nan
11 468 1786.7 Go 1 0 0 0 1 1 1 0 0 385.0 385.0 nan nan
12 469 1791.2 Go 1 0 0 0 1 1 1 0 0 244.8 244.8 nan nan
12 470 1794.6 Go 1 0 0 0 2 0 0 1 1 nan nan 419.3 419.3
12 471 1798.1 Stop-left 3 250 0 0 1 0 1 0 0 nan 587.1 nan nan
12 472 1801.3 Go 1 0 0 0 2 0 0 1 1 nan nan 473.9 505.9
12 473 1804.8 Stop-all 2 180 0 0 2 0 0 0 0 nan nan nan nan
12 474 1808.1 Stop-all 2 215 0 0 1 0 0 0 0 nan nan nan nan
12 475 1811.4 Go 1 0 0 0 2 0 0 1 1 nan nan 445.3 461.9
12 476 1814.9 Go 1 0 0 0 2 0 0 1 1 nan nan 460.4 476.8
12 477 1817.9 Go 1 0 0 0 1 1 1 0 0 445.5 445.5 nan nan
12 478 1821.0 Go 1 0 0 0 2 0 0 1 1 nan nan 400.8 384.9
12 479 1824.4 Go 1 0 0 0 1 1 1 0 0 263.1 263.1 nan nan
12 480 1827.8 Go 1 0 0 0 2 0 0 1 1 nan nan 455.1 455.1
12 481 1831.0 Go 1 0 0 0 2 0 0 1 1 nan nan 310.2 310.2
12 482 1834.3 Stop-right 4 250 0 0 1 1 0 0 0 685.7 nan nan nan
12 483 1837.3 Stop-left 3 285 0 0 2 0 0 1 1 nan nan 515.2 515.2
12 484 1840.7 Go 1 0 0 0 1 1 1 0 0 489.2 489.2 nan nan
12 485 1844.0 Stop-right 4 285 0 0 2 0 0 1 1 nan nan 413.2 413.2
12 486 1847.2 Go 1 0 0 0 2 0 0 1 1 nan nan 453.2 453.2
12 487 1850.5 Go 1 0 0 0 1 1 1 0 0 374.9 374.9 nan nan
12 488 1853.6 Go 1 0 0 0 2 0 0 1 1 nan nan 414.0 414.0
12 489 1857.1 Go 1 0 0 0 2 0 0 1 1 nan nan 324.6 324.6
12 490 1860.5 Stop-all 2 250 0 0 2 0 0 1 1 nan nan 395.0 395.0
12 491 1863.7 Stop-right 4 250 0 0 1 1 1 0 0 419.0 419.0 nan nan
12 492 1866.9 Stop-left 3 250 0 0 1 0 1 0 0 nan 708.2 nan nan
12 493 1870.4 Go 1 0 0 0 1 1 1 0 0 485.0 485.0 nan nan
12 494 1873.8 Stop-right 4 215 0 0 1 1 1 0 0 357.0 357.0 nan nan
12 495 1877.2 Stop-all 2 215 0 0 1 1 1 0 0 340.1 340.1 nan nan
12 496 1880.5 Go 1 0 0 0 2 0 0 1 1 nan nan 587.0 587.0
12 497 1883.7 Go 1 0 0 0 1 1 1 0 0 438.9 438.9 nan nan
12 498 1887.2 Stop-left 3 285 0 0 2 0 0 0 1 nan nan nan 642.3
12 499 1890.7 Go 1 0 0 0 2 0 0 1 1 nan nan 488.3 488.3
12 500 1893.8 Go 1 0 0 0 1 1 1 0 0 506.3 506.3 nan nan
12 501 1897.3 Go 1 0 0 0 2 0 0 1 1 nan nan 384.3 384.3
12 502 1900.7 Go 1 0 0 0 1 1 1 0 0 415.3 415.3 nan nan
12 503 1903.7 Go 1 0 0 0 1 1 1 0 0 373.3 357.4 nan nan
12 504 1906.8 Go 1 0 0 0 1 1 1 0 0 329.7 329.7 nan nan
